지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),운형(운형약어),지면온도(°C)
108,서울,2014-01-30 10:00,5.2,,3,270,92,8.1,4,1003.4,0,0,,10,StNs,2.1
108,서울,2014-01-30 11:00,5.1,,2.7,230,92,8.1,3.9,1003.4,0,.04,,10,StNs,2.1
108,서울,2014-01-30 12:00,5.1,2.5,2.9,270,92,8.1,3.9,1003.1,0,.02,,10,StNs,2.5
108,서울,2014-01-30 13:00,5.2,,2.7,270,92,8.1,4,1002.2,0,.25,,10,St,4.3
108,서울,2014-01-30 14:00,5.3,,4.6,270,88,7.8,3.4,1002.7,0,.38,,10,ScAs,4.6
108,서울,2014-01-30 15:00,5.1,0,3.6,290,86,7.5,2.9,1003.1,.1,.34,,7,Sc,5
108,서울,2014-01-30 16:00,4.9,,4,320,78,6.7,1.3,1004.1,.2,.39,,7,Sc,3.9
108,서울,2014-01-30 17:00,4.7,,4.8,270,73,6.2,.2,1004.7,.6,.4,,4,Sc,2.2
108,서울,2014-01-30 18:00,4,,4.7,270,60,4.9,-3,1005.7,0,.11,,0,,.5
108,서울,2014-01-30 19:00,2.7,,5,270,24,1.8,,1007.3,,,,,,0
108,서울,2014-01-30 20:00,1.5,,2.9,270,28,1.9,-15,1008.2,,,,,,-.2
108,서울,2014-01-30 21:00,.8,,4.5,270,25,1.6,-17,1009.1,,,,0,,-.4
108,서울,2014-01-30 22:00,.3,,4.1,270,27,1.7,-16.5,1010.3,,,,,,-.6
108,서울,2014-01-30 23:00,-.3,,4.5,270,30,1.8,-15.8,1010.9,,,,,,-.7
108,서울,2014-01-31 00:00,-1,,2.5,290,30,1.7,-16.4,1011.8,,,,0,,-.8
108,서울,2014-01-31 01:00,-1.9,,3.1,270,30,1.6,-17.2,1012,,,,,,-1
108,서울,2014-01-31 02:00,-2.3,,2,340,31,1.6,-17.1,1012.7,,,,,,-1.2
108,서울,2014-01-31 03:00,-2.8,,2.7,360,31,1.5,-17.6,1013.3,,,,0,,-1.3
108,서울,2014-01-31 04:00,-3.7,,2.2,50,38,1.8,-15.9,1012.6,,,,0,,-1.4
108,서울,2014-01-31 05:00,-4,,1.6,20,39,1.8,-15.9,1013.1,,,,0,,-1.4
108,서울,2014-01-31 06:00,-4,,1.2,20,38,1.7,-16.2,1013.4,,,,0,,-1.6
108,서울,2014-01-31 07:00,-4.3,,1.4,20,43,1.9,-15,1013.8,,,,0,,-1.7
108,서울,2014-01-31 08:00,-4.1,,2,20,42,1.9,-15.1,1014.7,0,.01,,0,,-1.7
108,서울,2014-01-31 09:00,-3.4,,1.7,20,35,1.7,-16.7,1014.9,.9,.3,,0,,-.7
108,서울,2014-01-31 10:00,-.5,,2.3,70,32,1.9,-15.2,1015,1,.78,,0,,.3
108,서울,2014-01-31 11:00,1.4,,2.4,70,26,1.8,-16,1014.8,1,1.21,,0,,.9
108,서울,2014-01-31 12:00,3,,3.3,90,23,1.7,-16.1,1014.2,1,1.55,,0,,1.8
108,서울,2014-01-31 13:00,4.5,,2,110,17,1.4,-18.5,1013.8,1,1.72,,0,,2.6
108,서울,2014-01-31 14:00,6.2,,2,140,17,1.6,-17.1,1013.2,1,1.67,,0,,4.1
108,서울,2014-01-31 15:00,6.4,,1.3,50,19,1.8,-15.6,1012.9,1,1.4,,0,,3.5
108,서울,2014-01-31 16:00,7,,2.2,70,15,1.5,-17.9,1012.8,1,1,,0,,1.1
108,서울,2014-01-31 17:00,6.4,,1.8,70,16,1.5,-17.6,1012.7,1,.52,,0,,.2
108,서울,2014-01-31 18:00,4.9,,2,20,18,1.6,-17.5,1012.5,.3,.09,,0,,.1
108,서울,2014-01-31 19:00,3.5,,2.4,50,24,1.9,-15.2,1012.5,,,,,,0
108,서울,2014-01-31 20:00,2.9,,2.6,70,22,1.7,-16.7,1012.5,,,,,,-.1
108,서울,2014-01-31 21:00,2.8,,3.3,70,22,1.6,-16.8,1012.2,,,,0,,-.1
108,서울,2014-01-31 22:00,2.4,,2.9,70,28,2,-14.2,1011.7,,,,,,-.2
108,서울,2014-01-31 23:00,3.2,,3.4,90,27,2.1,-14,1010.9,,,,,,.1
108,서울,2014-02-01 00:00,3.7,,2.8,70,23,1.8,-15.5,1010.8,,,,8,Sc,.1
108,서울,2014-02-01 01:00,3.9,,2.4,70,24,1.9,-14.8,1010.3,,,,,,.2
108,서울,2014-02-01 02:00,4.1,,2.1,90,24,2,-14.7,1010,,,,,,.2
108,서울,2014-02-01 03:00,4.2,,2.6,70,25,2.1,-14.1,1009.9,,,,8,Sc,.2
108,서울,2014-02-01 04:00,4.3,,2.2,70,25,2.1,-14,1009.3,,,,9,Sc,.2
108,서울,2014-02-01 05:00,4.5,,2.5,70,25,2.1,-13.8,1008.5,,,,9,Sc,.2
108,서울,2014-02-01 06:00,4.6,,2.2,70,26,2.2,-13.3,1008.5,,,,9,ScCi,.2
108,서울,2014-02-01 07:00,4.7,,3,90,28,2.4,-12.3,1008.3,,,,9,ScCi,.2
108,서울,2014-02-01 08:00,4.8,,2.7,70,29,2.5,-11.7,1008.4,0,0,,10,ScAs,.3
108,서울,2014-02-01 09:00,5.2,,4.1,70,29,2.6,-11.4,1008.2,0,.02,,10,ScAs,.4
108,서울,2014-02-01 10:00,5.1,,2.7,70,32,2.8,-10.2,1008,0,.06,,10,ScAs,.5
108,서울,2014-02-01 11:00,5.2,,2.7,70,34,3,-9.4,1007.7,0,.07,,10,ScAs,.5
108,서울,2014-02-01 12:00,4.7,0,4,70,73,6.2,.2,1006.8,0,.12,,10,StNs,.9
108,서울,2014-02-01 13:00,4.3,,3.8,70,83,6.9,1.6,1005.3,0,.1,,10,StNs,1.7
108,서울,2014-02-01 14:00,4.3,,3.8,70,86,7.1,2.1,1004.3,0,.12,,10,StAs,1.9
108,서울,2014-02-01 15:00,4.5,1,3.1,70,90,7.5,2.9,1004.2,0,0,,10,StNs,1.8
108,서울,2014-02-01 16:00,4.4,,3.5,90,91,7.6,3,1003.9,0,0,,10,StNs,2.1
108,서울,2014-02-01 17:00,4.4,,2.8,70,92,7.7,3.2,1003,0,0,,10,StNs,2.3
108,서울,2014-02-01 18:00,4.6,8,4.3,70,92,7.8,3.4,1002.7,0,0,,10,StNs,2.5
108,서울,2014-02-01 19:00,4.8,,4,70,92,7.9,3.6,1002.3,,,,10,StNs,2.7
108,서울,2014-02-01 20:00,5,,4.9,70,91,7.9,3.6,1001.7,,,,10,StNs,2.8
108,서울,2014-02-01 21:00,5.2,2,5.2,70,90,7.9,3.6,1000.8,,,,10,StNs,2.9
108,서울,2014-02-01 22:00,5.4,,4.1,70,88,7.8,3.5,1000.3,,,,,,2.7
108,서울,2014-02-01 23:00,5.9,,3.6,70,86,8,3.7,999.9,,,,,,3.3
108,서울,2014-02-02 00:00,6,,3.3,90,85,7.9,3.6,999.2,,,,10,ScAs,3.4
108,서울,2014-02-02 01:00,6.1,,2.3,70,87,8.1,4,999.4,,,,10,St,3.3
108,서울,2014-02-02 02:00,5.4,,1.7,90,92,8.2,4.1,999.3,,,,10,St,3
108,서울,2014-02-02 03:00,5,.5,2.4,70,92,8,3.8,999,,,,10,St,2.9
108,서울,2014-02-02 04:00,4.9,,2.1,70,92,8,3.7,998.8,,,,10,St,2.9
108,서울,2014-02-02 05:00,4.9,,1.6,90,92,8,3.7,998.8,,,,10,St,2.8
108,서울,2014-02-02 06:00,5,0,.1,0,93,8.1,3.9,998.9,,,,10,St,2.6
108,서울,2014-02-02 07:00,4.9,,.5,250,93,8,3.8,999.4,,,,10,St,2.5
108,서울,2014-02-02 08:00,4.6,,1.6,290,93,7.8,3.5,999.8,0,0,,10,St,2.8
108,서울,2014-02-02 09:00,4.8,0,.4,0,93,8,3.7,1000,0,.06,,10,St,3.2
108,서울,2014-02-02 10:00,5.3,,1.2,230,93,8.2,4.2,1000.6,0,.16,,10,St,4.4
108,서울,2014-02-02 11:00,5.4,,2.7,270,93,8.3,4.3,1001.6,0,.2,,10,St,5
108,서울,2014-02-02 12:00,5.4,0,1.9,270,93,8.3,4.3,1001,0,.22,,10,St,5.7
108,서울,2014-02-02 13:00,5.7,,2.3,270,93,8.5,4.6,1000.3,0,.32,,10,St,6.1
108,서울,2014-02-02 14:00,6,,2.1,270,92,8.5,4.7,999.3,0,.28,,10,St,6.7
108,서울,2014-02-02 15:00,6.5,,1.9,270,89,8.6,4.8,999.3,0,.36,,10,St,7.1
108,서울,2014-02-02 16:00,6.1,,2.5,270,89,8.4,4.4,999.3,0,.13,,10,St,6
108,서울,2014-02-02 17:00,6,,2.2,270,89,8.3,4.3,999.2,0,.11,,10,St,5.6
108,서울,2014-02-02 18:00,5.6,,2.9,320,91,8.2,4.2,999.7,0,0,,10,St,4.8
108,서울,2014-02-02 19:00,5,,1.9,360,91,7.9,3.6,1000.6,,,,10,StNs,4.4
108,서울,2014-02-02 20:00,4.6,,3.2,340,92,7.8,3.4,1000.4,,,,9,Sc,4.1
108,서울,2014-02-02 21:00,4.2,0,1.2,270,92,7.6,3,1000.4,,,,4,Sc,2.1
108,서울,2014-02-02 22:00,3.8,,3,290,90,7.2,2.3,1001,,,,,,1.4
108,서울,2014-02-02 23:00,3.2,,2.4,290,90,6.9,1.7,1001.4,,,,,,.8
108,서울,2014-02-03 00:00,2.8,,2.3,320,90,6.7,1.3,1002,,,,7,Sc,1.3
108,서울,2014-02-03 01:00,2.2,,2.8,320,87,6.2,.2,1002.3,,,,,,1.1
108,서울,2014-02-03 02:00,1.3,,3.9,320,72,4.8,-3.2,1002.3,,,,,,-.2
108,서울,2014-02-03 03:00,.3,,2,340,71,4.4,-4.3,1002.4,,,,0,,0
108,서울,2014-02-03 04:00,-.7,,3.2,320,62,3.6,-7,1002.4,,,,0,,-.3
108,서울,2014-02-03 05:00,-1.2,,5.4,320,60,3.4,-7.9,1002.6,,,,0,,-.6
108,서울,2014-02-03 06:00,-1.8,,3.6,320,52,2.8,-10.3,1003.4,,,,0,,-.7
108,서울,2014-02-03 07:00,-2.4,,3.2,320,46,2.4,-12.4,1004.5,,,,2,Sc,-.9
108,서울,2014-02-03 08:00,-2.8,,4.2,320,41,2,-14.2,1006,0,0,,7,Ac,-.5
108,서울,2014-02-03 09:00,-3,,4.9,320,40,2,-14.7,1006.3,0,.08,,8,Ac,-.4
108,서울,2014-02-03 10:00,-2.7,,4.4,320,38,1.9,-15,1006.8,0,.4,,9,ScAs,.2
108,서울,2014-02-03 11:00,-2.4,,4.9,320,37,1.9,-15.1,1007,0,.82,,8,ScAs,.5
108,서울,2014-02-03 12:00,-2.3,,5.7,290,33,1.7,-16.4,1006.7,.1,.95,,9,ScAs,.8
108,서울,2014-02-03 13:00,-2.9,,4.4,320,29,1.4,-18.4,1006.6,0,.81,,9,ScAs,.6
108,서울,2014-02-03 14:00,-2.4,,6.5,290,23,1.2,-20.7,1006.7,.9,1.52,,5,Ci,1.5
108,서울,2014-02-03 15:00,-1.9,,5.9,290,20,1.1,-21.9,1007.1,1,1.53,,4,Ci,2.4
108,서울,2014-02-03 16:00,-2.2,,4.3,320,20,1,-22.2,1007.6,1,1.17,,3,Ci,.2
108,서울,2014-02-03 17:00,-2.9,,6,270,21,1,-22.2,1008,1,.59,,2,Ci,-.2
108,서울,2014-02-03 18:00,-4.5,,5.5,270,30,1.3,-19.5,1008.2,.6,.16,,0,,-1
108,서울,2014-02-03 19:00,-5.4,,4.5,270,30,1.2,-20.2,1009.1,,,,,,-1.5
108,서울,2014-02-03 20:00,-6.3,,5,320,30,1.1,-21,1009.6,,,,,,-2.1
108,서울,2014-02-03 21:00,-7,,4.5,320,31,1.1,-21.3,1010,,,,0,,-2.3
108,서울,2014-02-03 22:00,-7.6,,2.2,230,31,1.1,-21.8,1010.7,,,,,,-2.6
108,서울,2014-02-03 23:00,-7.9,,4.7,290,29,1,-22.8,1011.3,,,,,,-3.1
108,서울,2014-02-04 00:00,-8.2,,3.5,290,31,1,-22.3,1011.7,,,,0,,-3.5
108,서울,2014-02-04 01:00,-8.5,,1.5,50,33,1.1,-21.9,1011.4,,,,,,-3.9
108,서울,2014-02-04 02:00,-8.9,,2.8,360,30,.9,-23.3,1011.1,,,,,,-4.5
108,서울,2014-02-04 03:00,-9.2,,3.2,270,30,.9,-23.6,1011.4,,,,0,,-5
108,서울,2014-02-04 04:00,-9.5,,2,290,31,.9,-23.5,1011.6,,,,0,,-5.3
108,서울,2014-02-04 05:00,-9.6,,2.7,270,30,.9,-23.9,1012.2,,,,0,,-5.6
108,서울,2014-02-04 06:00,-10,,3.7,270,30,.9,-24.3,1012.3,,,,0,,-5.9
108,서울,2014-02-04 07:00,-10.1,,3.4,290,30,.9,-24.4,1013,,,,0,,-6.3
108,서울,2014-02-04 08:00,-10.5,,2.3,290,33,.9,-23.7,1013.7,.1,.02,,0,,-6.3
108,서울,2014-02-04 09:00,-9.9,,3.8,290,29,.8,-24.6,1014.5,1,.41,,0,,-4.8
108,서울,2014-02-04 10:00,-8.7,,2.8,290,26,.8,-24.7,1014.8,1,.97,,0,,-1.2
108,서울,2014-02-04 11:00,-7.5,,4.2,290,23,.8,-25.1,1015.2,1,1.5,,0,,0
108,서울,2014-02-04 12:00,-5.8,,3.1,360,19,.8,-25.7,1014.9,1,1.88,,0,,.8
108,서울,2014-02-04 13:00,-5.4,,5.1,290,18,.7,-26,1013.8,1,2.04,,0,,1.3
108,서울,2014-02-04 14:00,-4.8,,5.6,320,18,.8,-25.5,1013.7,1,2.01,,0,,1.7
108,서울,2014-02-04 15:00,-4.2,,4.5,290,19,.9,-24.4,1013.9,1,1.76,,0,,1.7
108,서울,2014-02-04 16:00,-3.9,,5.4,270,20,.9,-23.6,1014.4,1,1.31,,0,,0
108,서울,2014-02-04 17:00,-4.5,,4.7,290,21,.9,-23.5,1014.8,1,.75,,0,,-.5
108,서울,2014-02-04 18:00,-5.4,,4.9,270,23,.9,-23.3,1015.8,.6,.15,,1,Sc,-1.3
108,서울,2014-02-04 19:00,-5.9,,3.2,290,26,1,-22.3,1015.7,,,,,,-2.3
108,서울,2014-02-04 20:00,-6.6,,1.4,360,28,1,-22.1,1016.3,,,,,,-3.4
108,서울,2014-02-04 21:00,-7.1,,1.5,360,30,1.1,-21.7,1016.6,,,,0,,-4.1
108,서울,2014-02-04 22:00,-7.4,,2.5,360,31,1.1,-21.6,1016.5,,,,,,-4.8
108,서울,2014-02-04 23:00,-7.3,,3.7,340,29,1,-22.3,1016.8,,,,,,-5.3
108,서울,2014-02-05 00:00,-7.4,,2.6,340,27,.9,-23.2,1017.4,,,,0,,-5.5
108,서울,2014-02-05 01:00,-7.5,,2.7,320,26,.9,-23.7,1017.3,,,,,,-5.6
108,서울,2014-02-05 02:00,-7.8,,2.4,320,26,.9,-24,1017.6,,,,,,-5.9
108,서울,2014-02-05 03:00,-8.6,,.9,290,30,1,-23.1,1018.4,,,,3,Ci,-6.1
108,서울,2014-02-05 04:00,-8.8,,2,270,31,1,-22.9,1018.4,,,,5,Ci,-6
108,서울,2014-02-05 05:00,-8.4,,2.2,340,30,1,-22.9,1018.3,,,,8,Ci,-6
108,서울,2014-02-05 06:00,-8.2,,2,270,30,1,-22.7,1018.6,,,,8,Ci,-5.6
108,서울,2014-02-05 07:00,-8,,2.2,270,30,1,-22.5,1018.8,,,,8,Ci,-5.2
108,서울,2014-02-05 08:00,-7.9,,1.5,360,29,1,-22.8,1019.2,0,.01,,9,AcCi,-4.9
108,서울,2014-02-05 09:00,-7.4,,2.5,340,28,1,-22.8,1020,0,.18,,8,AcCi,-3.8
108,서울,2014-02-05 10:00,-6.4,,1.9,290,24,.9,-23.7,1019.7,.3,.62,,8,Ci,-1.1
108,서울,2014-02-05 11:00,-4.4,,1.6,50,20,.9,-24,1019.7,1,1.18,,5,Ci,.2
108,서울,2014-02-05 12:00,-2.9,,1.7,50,19,.9,-23.3,1019.3,1,1.65,,3,Ci,1.1
108,서울,2014-02-05 13:00,-.9,,1.9,200,18,1,-22.3,1017.9,1,1.99,,2,Ci,2.3
108,서울,2014-02-05 14:00,-.2,,2.5,200,19,1.1,-21.1,1017,1,1.88,,1,Ci,3.8
108,서울,2014-02-05 15:00,0,,3.2,250,17,1,-22.2,1017,1,1.65,,1,Ci,3.2
108,서울,2014-02-05 16:00,-.3,,2.3,270,19,1.1,-21.1,1016.9,1,1.23,,1,Ci,.1
108,서울,2014-02-05 17:00,-1.5,,2.9,270,23,1.3,-19.9,1016.8,.9,.49,,3,Ci,-.1
108,서울,2014-02-05 18:00,-2.5,,3.3,270,26,1.3,-19.4,1017.1,0,.08,,3,Ci,-.4
108,서울,2014-02-05 19:00,-3.1,,1.7,320,31,1.5,-17.8,1017.5,,,,,,-.7
108,서울,2014-02-05 20:00,-3.7,,1.5,290,33,1.5,-17.6,1017.4,,,,,,-1
108,서울,2014-02-05 21:00,-4,,2.1,290,34,1.6,-17.5,1017.2,,,,4,Ci,-1.5
108,서울,2014-02-05 22:00,-4.3,,1.5,270,34,1.5,-17.8,1017.3,,,,,,-2
108,서울,2014-02-05 23:00,-4.4,,1.1,320,33,1.5,-18.2,1017.5,,,,,,-2.4
108,서울,2014-02-06 00:00,-4.7,,0,0,36,1.6,-17.5,1017.4,,,,6,Ci,-2.8
108,서울,2014-02-06 01:00,-4.9,,.1,0,35,1.5,-18,1016.8,,,,,,-3.2
108,서울,2014-02-06 02:00,-4.9,,1.2,70,35,1.5,-18,1017,,,,,,-3.4
108,서울,2014-02-06 03:00,-5.2,,1,270,40,1.7,-16.7,1017.5,,,,8,Ci,-3.5
108,서울,2014-02-06 04:00,-5.1,,2.3,50,40,1.7,-16.6,1016.8,,,,8,Ci,-3.4
108,서울,2014-02-06 05:00,-4.8,,2.5,70,34,1.5,-18.2,1016.4,,,,8,Ci,-3.2
108,서울,2014-02-06 06:00,-4.7,,.1,0,33,1.4,-18.5,1016.4,,,,8,Ci,-3
108,서울,2014-02-06 07:00,-4.5,,1.4,20,34,1.5,-18,1016.5,,,,8,Ci,-2.9
108,서울,2014-02-06 08:00,-4.2,,1.2,20,33,1.5,-18.1,1017.4,0,0,,8,Ci,-2.7
108,서울,2014-02-06 09:00,-3.7,,1.7,20,32,1.5,-18,1017.5,0,.12,,8,Ci,-1.9
108,서울,2014-02-06 10:00,-2.5,,2.9,50,31,1.6,-17.3,1017.2,0,.39,,8,Ci,-.4
108,서울,2014-02-06 11:00,-.9,,2.2,20,27,1.5,-17.6,1017,.5,.95,,7,AcCi,.7
108,서울,2014-02-06 12:00,.3,,1.8,20,23,1.4,-18.4,1016.3,.7,1.17,,7,Ci,1.5
108,서울,2014-02-06 13:00,1.8,,1.7,70,19,1.3,-19.4,1015.1,1,1.64,,3,Ci,2.5
108,서울,2014-02-06 14:00,2.7,,1.3,20,18,1.3,-19.3,1013.7,1,1.88,,0,,4.4
108,서울,2014-02-06 15:00,4.4,,2,230,21,1.8,-16,1013.7,1,1.59,,0,,4.2
108,서울,2014-02-06 16:00,4.4,,2.5,250,22,1.8,-15.5,1013.5,1,1.15,,0,,.8
108,서울,2014-02-06 17:00,3.1,,3.4,270,24,1.8,-15.5,1013.5,1,.65,,1,Ci,.1
108,서울,2014-02-06 18:00,1.7,,2.5,320,24,1.7,-16.7,1013.9,.5,.14,,3,Ci,0
108,서울,2014-02-06 19:00,.2,,1.4,270,27,1.7,-16.6,1013.9,0,0,,,,-.2
108,서울,2014-02-06 20:00,-.5,,1.4,290,29,1.7,-16.3,1013.7,,,,,,-.4
108,서울,2014-02-06 21:00,-1.2,,1.7,270,30,1.7,-16.6,1014.1,,,,3,Ci,-.5
108,서울,2014-02-06 22:00,-1.8,,1.3,290,34,1.8,-15.6,1014.3,,,,,,-.7
108,서울,2014-02-06 23:00,-2.2,,1.9,70,35,1.8,-15.6,1014.7,,,,,,-1.2
108,서울,2014-02-07 00:00,-2,,2.4,70,35,1.8,-15.4,1014.6,,,,3,Ci,-1.4
108,서울,2014-02-07 01:00,-1.5,,3.6,70,41,2.3,-13,1013.9,,,,,,-1.4
108,서울,2014-02-07 02:00,-1.3,,4.3,70,44,2.4,-12,1013.8,,,,,,-1.5
108,서울,2014-02-07 03:00,-1.2,,4.4,70,46,2.6,-11.3,1013.5,,,,8,Ci,-1.5
108,서울,2014-02-07 04:00,-1.1,,3.9,70,47,2.6,-11,1012.9,,,,6,Ci,-1.9
108,서울,2014-02-07 05:00,-1.2,,3.1,70,48,2.7,-10.8,1013,,,,7,Ci,-2
108,서울,2014-02-07 06:00,-1.3,,3.6,70,49,2.7,-10.6,1012.5,,,,7,Ci,-2
108,서울,2014-02-07 07:00,-1.4,,4.3,70,51,2.8,-10.2,1012.8,,,,6,Ci,-2.2
108,서울,2014-02-07 08:00,-1.2,,4.5,70,51,2.9,-10,1013,0,.03,,7,Ci,-2.1
108,서울,2014-02-07 09:00,-.4,,4.1,70,53,3.1,-8.8,1013.1,0,.26,,7,Ci,-.9
108,서울,2014-02-07 10:00,1.2,,4.7,70,51,3.4,-7.8,1012.6,.5,.57,,7,ScCi,.1
108,서울,2014-02-07 11:00,3.9,,5.6,70,44,3.6,-7.2,1012.1,1,1.33,,6,ScCi,1.6
108,서울,2014-02-07 12:00,5.3,,5.9,70,39,3.5,-7.5,1011,1,1.67,,7,ScCi,3
108,서울,2014-02-07 13:00,6.6,,5.4,70,35,3.4,-7.8,1009.6,.9,1.58,,7,ScCi,5.5
108,서울,2014-02-07 14:00,6.7,,6.2,70,35,3.4,-7.7,1008.1,.6,1.26,,8,ScCi,4.8
108,서울,2014-02-07 15:00,7.2,,5.6,70,34,3.5,-7.6,1007.2,.9,1.28,,8,ScCi,4.6
108,서울,2014-02-07 16:00,7,,5,70,34,3.4,-7.8,1006.9,.3,.76,,8,ScCi,3.2
108,서울,2014-02-07 17:00,6,,5,70,36,3.4,-7.9,1007.2,0,.23,,10,ScAs,1.7
108,서울,2014-02-07 18:00,5.2,,5.6,70,38,3.4,-7.9,1007.5,0,.03,,10,ScAs,.8
108,서울,2014-02-07 19:00,4.6,,5.7,,39,3.3,-8.1,1007.9,0,0,,,,.6
108,서울,2014-02-07 20:00,3.9,,6.9,,43,3.5,-7.5,1007.9,,,,,,.4
108,서울,2014-02-07 21:00,3.2,,5.7,,46,3.5,-7.3,1007.8,,,,10,ScAs,.2
108,서울,2014-02-07 22:00,2.8,,6,,45,3.4,-7.9,1007.7,,,,,,0
108,서울,2014-02-07 23:00,2.2,,5.6,,52,3.7,-6.6,1007.2,,,,,,.1
108,서울,2014-02-08 00:00,1,0,5.2,,73,4.8,-3.3,1007.3,,,,10,ScAs,.1
108,서울,2014-02-08 01:00,.5,,5,,78,5,-2.8,1007.2,,,,10,ScAs,.1
108,서울,2014-02-08 02:00,.3,,4.7,,80,5,-2.7,1007.2,,,,10,ScAs,.1
108,서울,2014-02-08 03:00,.2,0,5.2,,77,4.8,-3.3,1007.1,,,,10,ScAs,0
108,서울,2014-02-08 04:00,.3,,5.1,,70,4.4,-4.5,1006.8,,,,10,ScAs,0
108,서울,2014-02-08 05:00,.3,,5.9,,67,4.2,-5.1,1006.6,,,,10,ScAs,0
108,서울,2014-02-08 06:00,0,,5.9,,66,4,-5.6,1006.6,,,,10,ScAs,0
108,서울,2014-02-08 07:00,-.2,,6.4,,66,4,-5.7,1006.7,,,,10,ScAs,0
108,서울,2014-02-08 08:00,-.5,,6.4,,70,4.1,-5.3,1007.1,0,.01,,10,ScAs,0
108,서울,2014-02-08 09:00,-.8,0,5.7,,77,4.4,-4.3,1007.3,0,.15,0,10,ScAs,.1
108,서울,2014-02-08 10:00,-.4,,5.4,,77,4.6,-3.9,1007.5,0,.36,.1,9,Sc,.2
108,서울,2014-02-08 11:00,1.2,,5,,68,4.5,-4,1007.5,.6,.97,.1,9,Sc,.9
108,서울,2014-02-08 12:00,1.3,.1,4.7,,64,4.3,-4.7,1006.8,0,.66,0,10,ScAs,1.6
108,서울,2014-02-08 13:00,2,,4.6,,65,4.6,-3.9,1006.2,0,.79,,10,ScNs,4
108,서울,2014-02-08 14:00,2,,5,,75,5.3,-1.9,1005.2,0,.72,,10,ScNs,4.2
108,서울,2014-02-08 15:00,1.9,0,3.3,,78,5.5,-1.5,1005.5,.3,.69,,10,ScNs,2.8
108,서울,2014-02-08 16:00,1.8,,3.4,,80,5.6,-1.2,1005.7,0,.23,,10,ScNs,1.6
108,서울,2014-02-08 17:00,1.2,,3.2,50,88,5.9,-.5,1005.9,0,.13,.1,10,ScNs,.3
108,서울,2014-02-08 18:00,.7,.7,3.7,70,90,5.8,-.7,1006,0,.02,.6,10,ScNs,.1
108,서울,2014-02-08 19:00,.6,,3.1,50,90,5.8,-.8,1006.4,0,0,1,10,ScNs,.1
108,서울,2014-02-08 20:00,.5,,.8,340,91,5.8,-.8,1006.8,,,2,10,ScNs,.1
108,서울,2014-02-08 21:00,-.4,2.4,4,290,92,5.5,-1.5,1007.4,,,4.2,10,ScNs,.2
108,서울,2014-02-08 22:00,-.9,,2.7,320,93,5.4,-1.8,1007.5,,,5.3,10,ScNs,.1
108,서울,2014-02-08 23:00,-1.2,,2.8,290,93,5.2,-2.1,1007.7,,,5.8,10,ScNs,.2
108,서울,2014-02-09 00:00,-1.5,1.1,3,320,91,5,-2.7,1007.8,,,5.8,8,Sc,.1
108,서울,2014-02-09 01:00,-1.9,,1.3,290,89,4.8,-3.4,1007.9,,,5.8,8,Sc,.1
108,서울,2014-02-09 02:00,-2.3,,4,320,86,4.4,-4.3,1008.3,,,,,,.2
108,서울,2014-02-09 03:00,-2.7,.1,1.5,290,85,4.3,-4.8,1008.7,,,5.8,6,ScCi,.1
108,서울,2014-02-09 04:00,-2.9,,2.6,320,86,4.2,-4.9,1009,,,5.8,8,Sc,.1
108,서울,2014-02-09 05:00,-2.9,,4.7,320,83,4.1,-5.3,1009.5,,,5.8,8,Sc,.2
108,서울,2014-02-09 06:00,-3,,3.5,320,84,4.1,-5.3,1010.2,,,5.8,8,Sc,.2
108,서울,2014-02-09 07:00,-3.2,,3.2,290,83,4,-5.6,1010.5,,,5.8,8,Sc,.2
108,서울,2014-02-09 08:00,-3.3,,2.9,290,84,4,-5.6,1010.8,0,.02,5.4,7,Sc,.1
108,서울,2014-02-09 09:00,-3.2,,2.8,290,80,3.9,-6.1,1011.3,.1,.22,5.2,4,ScAc,.1
108,서울,2014-02-09 10:00,-2.1,,1.7,270,75,3.9,-5.9,1011.4,.9,.5,5,6,Sc,.2
108,서울,2014-02-09 11:00,-1.1,,1.1,200,71,4,-5.6,1011.3,0,.5,4.7,8,Sc,.1
108,서울,2014-02-09 12:00,-.1,,.8,270,67,4.1,-5.5,1010.6,.1,.65,4.5,7,Sc,.2
108,서울,2014-02-09 13:00,.1,,2.9,290,68,4.2,-5.1,1010.1,.3,.82,4.3,8,Sc,.2
108,서울,2014-02-09 14:00,.4,,3.8,290,66,4.2,-5.2,1009.8,0,.76,3.8,8,Sc,.1
108,서울,2014-02-09 15:00,.2,,2.3,320,65,4,-5.6,1009.7,0,.42,3.6,9,Sc,.1
108,서울,2014-02-09 16:00,.6,,3.4,290,63,4,-5.6,1010.1,0,.57,3.4,8,Sc,.2
108,서울,2014-02-09 17:00,.3,,2.7,270,69,4.3,-4.7,1010.7,.2,.36,3.3,8,Sc,.1
108,서울,2014-02-09 18:00,-.5,,4,270,71,4.2,-5.1,1011.1,0,.07,3.3,10,ScAs,.2
108,서울,2014-02-09 19:00,-.8,,2.7,290,73,4.2,-5,1011.5,0,0,3.3,10,ScNs,.1
108,서울,2014-02-09 20:00,-1,,3.1,290,72,4.1,-5.4,1011.6,,,3.3,10,ScNs,.2
